dataset,βwn,βos
ponisio_2017,1.917808219178082,1.4545454545454546
ponisio_2017,1.962962962962963,1.4285714285714286
ponisio_2017,1.8823529411764706,1.4444444444444444
ponisio_2017,1.9058823529411764,1.6
ponisio_2017,1.9381443298969072,1.5714285714285714
ponisio_2017,1.8780487804878048,1.5
ponisio_2017,1.962962962962963,1.6363636363636365
ponisio_2017,1.8571428571428572,1.4
ponisio_2017,1.9761904761904763,1.8666666666666667
ponisio_2017,1.9375,1.2
ponisio_2017,2.0,2.0
ponisio_2017,1.872340425531915,1.4
ponisio_2017,1.6923076923076923,1.2727272727272727
ponisio_2017,1.9473684210526316,1.5
ponisio_2017,1.9047619047619047,1.3333333333333333
ponisio_2017,2.0,2.0
ponisio_2017,1.793103448275862,1.25
ponisio_2017,1.9,1.1428571428571428
ponisio_2017,1.7894736842105263,1.2
ponisio_2017,1.6842105263157894,1.0
ponisio_2017,1.75,1.1111111111111112
ponisio_2017,1.9701492537313432,1.5
ponisio_2017,1.7058823529411764,1.1666666666666667
ponisio_2017,1.8545454545454545,1.1111111111111112
ponisio_2017,1.76,1.1428571428571428
ponisio_2017,1.8461538461538463,1.2
ponisio_2017,1.8823529411764706,1.4285714285714286
ponisio_2017,2.0,2.0
ponisio_2017,1.9047619047619047,1.0
ponisio_2017,1.8666666666666667,1.2
ponisio_2017,2.0,2.0
ponisio_2017,1.8857142857142857,1.4285714285714286
ponisio_2017,1.9642857142857142,1.3333333333333333
ponisio_2017,1.7714285714285714,1.2
ponisio_2017,1.7714285714285714,1.2727272727272727
ponisio_2017,1.7272727272727273,1.3333333333333333
ponisio_2017,1.9393939393939394,1.0
ponisio_2017,1.875,1.3333333333333333
ponisio_2017,1.8235294117647058,1.1428571428571428
ponisio_2017,2.0,NaN
ponisio_2017,1.8888888888888888,1.6
ponisio_2017,1.9428571428571428,1.3333333333333333
ponisio_2017,2.0,2.0
ponisio_2017,2.0,NaN
ponisio_2017,1.8285714285714285,1.3333333333333333
ponisio_2017,1.8604651162790697,1.1428571428571428
ponisio_2017,1.8666666666666667,1.2727272727272727
ponisio_2017,1.837837837837838,1.3333333333333333
ponisio_2017,1.7142857142857142,1.1111111111111112
ponisio_2017,1.9047619047619047,1.0
ponisio_2017,1.9148936170212767,1.3333333333333333
ponisio_2017,1.894736842105263,1.0
ponisio_2017,1.8064516129032258,1.3333333333333333
ponisio_2017,1.8,1.3333333333333333
ponisio_2017,1.9090909090909092,1.3333333333333333
ponisio_2017,1.7391304347826086,1.0
ponisio_2017,1.826086956521739,1.3333333333333333
ponisio_2017,1.75,1.2727272727272727
ponisio_2017,1.8095238095238095,1.2727272727272727
ponisio_2017,1.837837837837838,1.0
ponisio_2017,1.736842105263158,1.1666666666666667
ponisio_2017,1.8333333333333333,1.0
ponisio_2017,1.8666666666666667,1.25
ponisio_2017,1.8125,1.25
ponisio_2017,1.95,1.6
ponisio_2017,1.836734693877551,1.2727272727272727
ponisio_2017,2.0,2.0
ponisio_2017,1.7777777777777777,1.0
ponisio_2017,1.9130434782608696,1.5
ponisio_2017,1.8888888888888888,1.2
ponisio_2017,1.9230769230769231,1.3333333333333333
ponisio_2017,1.7777777777777777,1.2
ponisio_2017,1.7647058823529411,1.2727272727272727
ponisio_2017,1.6296296296296295,1.3333333333333333
ponisio_2017,1.8461538461538463,1.0
ponisio_2017,1.8461538461538463,1.0
ponisio_2017,1.7837837837837838,1.2
ponisio_2017,1.9,1.25
ponisio_2017,1.6923076923076923,1.1111111111111112
ponisio_2017,1.9344262295081966,1.2
ponisio_2017,1.8421052631578947,1.25
ponisio_2017,1.7894736842105263,1.2
ponisio_2017,1.88,1.25
ponisio_2017,1.8285714285714285,1.4
ponisio_2017,1.9672131147540983,1.6
ponisio_2017,1.6756756756756757,1.2
ponisio_2017,1.945945945945946,1.6666666666666667
ponisio_2017,1.7647058823529411,1.0
ponisio_2017,2.0,2.0
ponisio_2017,1.7959183673469388,1.375
ponisio_2017,1.8688524590163935,1.6
ponisio_2017,1.9076923076923078,1.3333333333333333
ponisio_2017,1.9090909090909092,1.0
ponisio_2017,1.6923076923076923,1.1578947368421053
ponisio_2017,1.9036144578313252,1.3846153846153846
ponisio_2017,1.6065573770491803,1.2
ponisio_2017,1.8571428571428572,1.5
ponisio_2017,1.8909090909090909,1.5384615384615385
ponisio_2017,1.9555555555555555,1.6923076923076923
ponisio_2017,1.6842105263157894,1.1428571428571428
ponisio_2017,1.8205128205128205,1.391304347826087
ponisio_2017,1.75,1.0
ponisio_2017,1.68,1.2
ponisio_2017,1.9298245614035088,1.3333333333333333
ponisio_2017,1.9298245614035088,1.3333333333333333
ponisio_2017,1.9384615384615385,1.2
ponisio_2017,1.7735849056603774,1.1428571428571428
ponisio_2017,1.8695652173913044,1.1428571428571428
ponisio_2017,1.8620689655172413,1.1111111111111112
ponisio_2017,1.8734177215189873,1.375
ponisio_2017,1.6896551724137931,1.1
ponisio_2017,1.793103448275862,1.4782608695652173
ponisio_2017,1.9555555555555555,1.75
ponisio_2017,1.9642857142857142,1.7777777777777777
ponisio_2017,1.8028169014084507,1.3
ponisio_2017,1.8245614035087718,1.4736842105263157
ponisio_2017,1.9615384615384615,1.6
ponisio_2017,2.0,2.0
ponisio_2017,2.0,NaN
ponisio_2017,2.0,2.0
ponisio_2017,1.96,1.6666666666666667
ponisio_2017,1.7586206896551724,1.263157894736842
ponisio_2017,1.5757575757575757,1.2432432432432432
ponisio_2017,1.6626506024096386,1.3636363636363635
ponisio_2017,1.6666666666666667,1.3103448275862069
ponisio_2017,1.6470588235294117,1.1818181818181819
ponisio_2017,1.8153846153846154,1.3333333333333333
ponisio_2017,1.8285714285714285,1.5
ponisio_2017,1.9344262295081966,1.6666666666666667
ponisio_2017,1.7777777777777777,1.4782608695652173
ponisio_2017,1.7142857142857142,1.28
ponisio_2017,1.837837837837838,1.28
ponisio_2017,1.7391304347826086,1.3076923076923077
ponisio_2017,1.6956521739130435,1.2222222222222223
ponisio_2017,1.6727272727272726,1.3076923076923077
ponisio_2017,1.5076923076923077,1.3191489361702127
ponisio_2017,1.9,1.0
ponisio_2017,1.6721311475409837,1.2857142857142858
ponisio_2017,1.694915254237288,1.25
ponisio_2017,1.8529411764705883,1.375
ponisio_2017,1.6,1.12
ponisio_2017,1.6507936507936507,1.2666666666666666
ponisio_2017,1.6388888888888888,1.3333333333333333
ponisio_2017,1.7692307692307692,1.2941176470588236
ponisio_2017,1.8048780487804879,1.2
ponisio_2017,1.7391304347826086,1.2
ponisio_2017,1.8983050847457628,1.4545454545454546
ponisio_2017,1.7959183673469388,1.0909090909090908
ponisio_2017,1.5593220338983051,1.0714285714285714
ponisio_2017,1.8245614035087718,1.375
ponisio_2017,1.88,1.5714285714285714
ponisio_2017,1.8775510204081634,1.3333333333333333
ponisio_2017,1.8775510204081634,1.4
ponisio_2017,1.7666666666666666,1.263157894736842
ponisio_2017,1.7349397590361446,1.3714285714285714
ponisio_2017,1.8775510204081634,1.4
ponisio_2017,1.9047619047619047,1.2727272727272727
ponisio_2017,1.6721311475409837,1.3103448275862069
ponisio_2017,1.8032786885245902,1.5384615384615385
ponisio_2017,1.6986301369863013,1.435897435897436
ponisio_2017,1.7241379310344827,1.2
ponisio_2017,1.9047619047619047,1.6
ponisio_2017,1.7333333333333334,1.2727272727272727
ponisio_2017,1.9,1.6
ponisio_2017,1.85,1.0
ponisio_2017,2.0,2.0
ponisio_2017,1.95,1.75
ponisio_2017,1.9545454545454546,1.75
ponisio_2017,2.0,2.0
ponisio_2017,1.8064516129032258,1.4545454545454546
ponisio_2017,1.967741935483871,1.6
ponisio_2017,1.65,1.263157894736842
ponisio_2017,1.7142857142857142,1.1428571428571428
ponisio_2017,1.8823529411764706,1.6
ponisio_2017,1.9420289855072463,1.4285714285714286
ponisio_2017,1.6111111111111112,1.1764705882352942
ponisio_2017,1.894736842105263,1.5384615384615385
ponisio_2017,1.7037037037037037,1.2
ponisio_2017,1.7777777777777777,1.4285714285714286
ponisio_2017,1.9444444444444444,1.5
ponisio_2017,2.0,2.0
ponisio_2017,1.9545454545454546,1.3333333333333333
ponisio_2017,1.6875,1.0
ponisio_2017,2.0,2.0
ponisio_2017,1.945945945945946,1.6
ponisio_2017,1.9310344827586208,1.5
ponisio_2017,1.6756756756756757,1.1428571428571428
ponisio_2017,1.837837837837838,1.5
ponisio_2017,1.75,1.25
ponisio_2017,1.9428571428571428,1.6
ponisio_2017,1.84,1.3333333333333333
ponisio_2017,1.8888888888888888,1.5555555555555556
ponisio_2017,2.0,NaN
ponisio_2017,1.9,1.5
ponisio_2017,2.0,NaN
ponisio_2017,2.0,2.0
ponisio_2017,2.0,NaN
ponisio_2017,1.837837837837838,1.4545454545454546
ponisio_2017,1.7777777777777777,1.3333333333333333
ponisio_2017,1.7419354838709677,1.1111111111111112
ponisio_2017,1.794871794871795,1.4285714285714286
ponisio_2017,1.5333333333333334,1.125
ponisio_2017,1.9545454545454546,1.6666666666666667
ponisio_2017,1.9183673469387754,1.6
ponisio_2017,1.9,1.3333333333333333
ponisio_2017,1.8181818181818181,1.625
ponisio_2017,1.6666666666666667,1.125
ponisio_2017,1.8888888888888888,1.2857142857142858
ponisio_2017,1.7916666666666667,1.4736842105263157
ponisio_2017,1.84,1.4285714285714286
ponisio_2017,1.7647058823529411,1.3333333333333333
ponisio_2017,1.7727272727272727,1.411764705882353
ponisio_2017,1.9487179487179487,1.5
ponisio_2017,1.65,1.125
ponisio_2017,1.8421052631578947,1.3333333333333333
ponisio_2017,1.9148936170212767,1.5555555555555556
ponisio_2017,1.7647058823529411,1.2
ponisio_2017,1.7619047619047619,1.2307692307692308
ponisio_2017,1.803921568627451,1.411764705882353
ponisio_2017,1.8709677419354838,1.5
ponisio_2017,1.9,1.5
ponisio_2017,1.76,1.0
ponisio_2017,1.9473684210526316,1.5
ponisio_2017,1.7857142857142858,1.0
ponisio_2017,1.631578947368421,1.3
ponisio_2017,1.7777777777777777,1.4285714285714286
ponisio_2017,1.7241379310344827,1.4666666666666666
ponisio_2017,1.9285714285714286,1.6
ponisio_2017,1.9285714285714286,1.3333333333333333
ponisio_2017,1.8461538461538463,1.3333333333333333
ponisio_2017,1.903225806451613,1.5384615384615385
ponisio_2017,1.8571428571428572,1.4285714285714286
ponisio_2017,1.9682539682539681,1.6
ponisio_2017,1.75,1.411764705882353
ponisio_2017,1.8,1.4666666666666666
ponisio_2017,1.8461538461538463,1.4285714285714286
ponisio_2017,1.7297297297297298,1.3333333333333333
ponisio_2017,2.0,2.0
ponisio_2017,1.6923076923076923,1.25
ponisio_2017,1.8974358974358974,1.6666666666666667
ponisio_2017,1.894736842105263,1.5
ponisio_2017,2.0,2.0
ponisio_2017,1.8928571428571428,1.625
ponisio_2017,1.8857142857142857,1.5
ponisio_2017,1.8604651162790697,1.5384615384615385
ponisio_2017,1.9189189189189189,1.7142857142857142
ponisio_2017,1.8846153846153846,1.5
ponisio_2017,1.878787878787879,1.3333333333333333
ponisio_2017,1.9565217391304348,1.3333333333333333
ponisio_2017,1.7530864197530864,1.3548387096774193
ponisio_2017,1.875,1.5384615384615385
ponisio_2017,1.9420289855072463,1.5
ponisio_2017,1.8461538461538463,1.4
ponisio_2017,1.878787878787879,1.6521739130434783
ponisio_2017,1.9583333333333333,1.5
ponisio_2017,1.9166666666666667,1.5555555555555556
ponisio_2017,1.9642857142857142,1.6666666666666667
ponisio_2017,1.9545454545454546,1.7777777777777777
ponisio_2017,2.0,2.0
ponisio_2017,1.8775510204081634,1.25
ponisio_2017,1.7714285714285714,1.2380952380952381
ponisio_2017,1.9591836734693877,1.8333333333333333
ponisio_2017,1.8775510204081634,1.3333333333333333
ponisio_2017,1.9444444444444444,1.0
ponisio_2017,1.7872340425531914,1.5
ponisio_2017,1.903225806451613,1.6666666666666667
ponisio_2017,1.9583333333333333,1.75
ponisio_2017,1.813953488372093,1.6
ponisio_2017,2.0,2.0
ponisio_2017,1.9183673469387754,1.4285714285714286
ponisio_2017,1.6,1.25
ponisio_2017,1.9024390243902438,1.3333333333333333
ponisio_2017,1.9591836734693877,1.7142857142857142
ponisio_2017,1.9298245614035088,1.7142857142857142
ponisio_2017,1.9189189189189189,1.7391304347826086
ponisio_2017,1.9607843137254901,1.8461538461538463
ponisio_2017,1.9047619047619047,1.6
ponisio_2017,1.9285714285714286,1.5
ponisio_2017,1.7377049180327868,1.5151515151515151
ponisio_2017,1.8076923076923077,1.5
ponisio_2017,1.9111111111111112,1.6666666666666667
ponisio_2017,1.8148148148148149,1.411764705882353
ponisio_2017,1.8823529411764706,1.368421052631579
ponisio_2017,1.7333333333333334,1.36
ponisio_2017,1.945945945945946,1.7777777777777777
ponisio_2017,1.7826086956521738,1.4444444444444444
ponisio_2017,1.9285714285714286,1.6363636363636365
ponisio_2017,1.9215686274509804,1.6923076923076923
ponisio_2017,1.8846153846153846,1.6
ponisio_2017,1.88,1.5384615384615385
ponisio_2017,1.9322033898305084,1.5555555555555556
ponisio_2017,1.8695652173913044,1.5714285714285714
ponisio_2017,1.8518518518518519,1.5
ponisio_2017,1.873015873015873,1.5
ponisio_2017,2.0,2.0
ponisio_2017,1.875,1.2
ponisio_2017,1.8918918918918919,1.6
ponisio_2017,1.92,1.4285714285714286
ponisio_2017,1.9,1.6363636363636365
ponisio_2017,1.88,1.5384615384615385
ponisio_2017,1.875,1.5
ponisio_2017,1.951219512195122,1.6
ponisio_2017,1.9,1.4285714285714286
ponisio_2017,1.95,1.5
ponisio_2017,1.803921568627451,1.5
ponisio_2017,1.864864864864865,1.5238095238095237
ponisio_2017,1.95,1.6666666666666667
ponisio_2017,1.84,1.4285714285714286
ponisio_2017,1.8846153846153846,1.5384615384615385
ponisio_2017,1.8076923076923077,1.5
ponisio_2017,1.96875,1.8461538461538463
ponisio_2017,1.9183673469387754,1.7333333333333334
ponisio_2017,1.68,1.4285714285714286
ponisio_2017,1.9215686274509804,1.5555555555555556
ponisio_2017,1.9215686274509804,1.5
ponisio_2017,1.8709677419354838,1.2
ponisio_2017,2.0,2.0
ponisio_2017,2.0,2.0
ponisio_2017,1.8297872340425532,1.1111111111111112
ponisio_2017,1.794871794871795,1.4285714285714286
ponisio_2017,1.8571428571428572,1.3846153846153846
ponisio_2017,1.945945945945946,1.5
ponisio_2017,1.92,1.5555555555555556
ponisio_2017,1.9294117647058824,1.5384615384615385
ponisio_2017,1.9230769230769231,1.5555555555555556
ponisio_2017,1.8356164383561644,1.4782608695652173
ponisio_2017,1.8604651162790697,1.1428571428571428
ponisio_2017,1.8,1.125
ponisio_2017,1.9230769230769231,1.2
ponisio_2017,1.8461538461538463,1.5789473684210527
ponisio_2017,1.9,1.3333333333333333
ponisio_2017,1.9583333333333333,1.6666666666666667
ponisio_2017,1.951219512195122,1.5
ponisio_2017,1.849056603773585,1.4285714285714286
ponisio_2017,1.8918918918918919,1.5294117647058822
ponisio_2017,1.9245283018867925,1.3333333333333333
ponisio_2017,1.8113207547169812,1.375
ponisio_2017,1.95,1.5
ponisio_2017,1.9607843137254901,1.6666666666666667
ponisio_2017,1.8484848484848484,1.3333333333333333
ponisio_2017,1.8461538461538463,1.3846153846153846
ponisio_2017,1.9574468085106382,1.7777777777777777
ponisio_2017,2.0,2.0
ponisio_2017,1.9245283018867925,1.5
ponisio_2017,1.96875,1.7777777777777777
ponisio_2017,2.0,2.0
ponisio_2017,1.9245283018867925,1.4285714285714286
ponisio_2017,1.901639344262295,1.25
ponisio_2017,1.9230769230769231,1.5
ponisio_2017,1.9636363636363636,1.7142857142857142
ponisio_2017,1.8695652173913044,1.1428571428571428
ponisio_2017,1.7333333333333334,1.0588235294117647
ponisio_2017,1.876923076923077,1.5
ponisio_2017,1.8928571428571428,1.5384615384615385
ponisio_2017,1.7959183673469388,1.1666666666666667
ponisio_2017,1.9310344827586208,1.7647058823529411
ponisio_2017,1.8867924528301887,1.4782608695652173
ponisio_2017,1.84375,1.5833333333333333
ponisio_2017,1.9024390243902438,1.3333333333333333
ponisio_2017,1.88,1.4
ponisio_2017,1.9333333333333333,1.5
ponisio_2017,1.8909090909090909,1.4545454545454546
ponisio_2017,1.8928571428571428,1.5
ponisio_2017,1.9259259259259258,1.5
ponisio_2017,1.9682539682539681,1.8
ponisio_2017,1.92,1.4285714285714286
ponisio_2017,2.0,2.0
ponisio_2017,1.8805970149253732,1.3846153846153846
ponisio_2017,2.0,NaN
ponisio_2017,1.8333333333333333,1.0
ponisio_2017,2.0,NaN
ponisio_2017,1.8888888888888888,1.5714285714285714
ponisio_2017,2.0,NaN
ponisio_2017,1.8518518518518519,1.5
ponisio_2017,1.8076923076923077,1.2857142857142858
ponisio_2017,1.9111111111111112,1.5555555555555556
ponisio_2017,1.7272727272727273,1.0
ponisio_2017,1.8636363636363635,1.25
ponisio_2017,1.8909090909090909,1.5
ponisio_2017,1.8717948717948718,1.3333333333333333
ponisio_2017,1.9090909090909092,1.6666666666666667
ponisio_2017,1.7721518987341771,1.3076923076923077
ponisio_2017,1.8571428571428572,1.2
ponisio_2017,1.8571428571428572,1.4666666666666666
ponisio_2017,1.9411764705882353,1.5555555555555556
ponisio_2017,1.9622641509433962,1.7777777777777777
ponisio_2017,1.8734177215189873,1.6
ponisio_2017,1.8545454545454545,1.2727272727272727
ponisio_2017,1.9636363636363636,1.75
ponisio_2017,1.8285714285714285,1.0
ponisio_2017,2.0,2.0
ponisio_2017,1.8461538461538463,1.0
ponisio_2017,2.0,2.0
ponisio_2017,1.8857142857142857,1.0
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,2.0,2.0
ponisio_2017,1.8709677419354838,1.2
ponisio_2017,2.0,2.0
ponisio_2017,1.9090909090909092,1.0
ponisio_2017,1.8775510204081634,1.1428571428571428
ponisio_2017,2.0,NaN
ponisio_2017,2.0,2.0
ponisio_2017,1.9487179487179487,1.0
ponisio_2017,2.0,2.0
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,1.9375,1.3333333333333333
ponisio_2017,1.875,1.2
ponisio_2017,2.0,2.0
ponisio_2017,2.0,NaN
ponisio_2017,1.9555555555555555,1.5
ponisio_2017,2.0,NaN
ponisio_2017,1.9230769230769231,1.5
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,1.9069767441860466,1.4285714285714286
ponisio_2017,2.0,2.0
ponisio_2017,2.0,2.0
ponisio_2017,1.95,1.0
ponisio_2017,1.894736842105263,1.1428571428571428
ponisio_2017,1.8823529411764706,1.3333333333333333
ponisio_2017,2.0,2.0
ponisio_2017,2.0,NaN
ponisio_2017,1.9545454545454546,1.75
ponisio_2017,2.0,2.0
ponisio_2017,2.0,2.0
ponisio_2017,1.8918918918918919,1.4285714285714286
ponisio_2017,1.9764705882352942,1.6
ponisio_2017,1.9069767441860466,1.4285714285714286
ponisio_2017,1.9,1.3333333333333333
ponisio_2017,1.793103448275862,1.25
ponisio_2017,2.0,NaN
ponisio_2017,1.9411764705882353,1.3333333333333333
ponisio_2017,1.9428571428571428,1.5
ponisio_2017,1.878787878787879,1.0
ponisio_2017,1.9047619047619047,1.2
ponisio_2017,1.793103448275862,1.0
ponisio_2017,1.837837837837838,1.1428571428571428
ponisio_2017,1.9565217391304348,1.5
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,1.7,1.0
ponisio_2017,1.9393939393939394,1.5
ponisio_2017,1.7391304347826086,1.0
ponisio_2017,1.9393939393939394,1.0
ponisio_2017,1.935483870967742,1.5
ponisio_2017,1.9166666666666667,1.3333333333333333
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,1.8235294117647058,1.0
ponisio_2017,1.894736842105263,1.4
ponisio_2017,2.0,NaN
ponisio_2017,2.0,2.0
ponisio_2017,1.9428571428571428,1.3333333333333333
ponisio_2017,1.9428571428571428,1.0
ponisio_2017,2.0,2.0
ponisio_2017,1.875,1.2
ponisio_2017,1.8620689655172413,1.2727272727272727
ponisio_2017,2.0,2.0
ponisio_2017,1.9411764705882353,1.3333333333333333
ponisio_2017,2.0,NaN
ponisio_2017,2.0,2.0
ponisio_2017,1.9076923076923078,1.1428571428571428
ponisio_2017,1.6744186046511629,1.1764705882352942
ponisio_2017,1.8333333333333333,1.2
ponisio_2017,1.8918918918918919,1.2
ponisio_2017,1.9444444444444444,1.4285714285714286
ponisio_2017,1.7435897435897436,1.5
ponisio_2017,1.8666666666666667,1.2
ponisio_2017,1.6,1.0769230769230769
ponisio_2017,1.6140350877192982,1.2666666666666666
ponisio_2017,1.8974358974358974,1.3333333333333333
ponisio_2017,1.9487179487179487,1.6
ponisio_2017,1.9148936170212767,1.2
ponisio_2017,1.8857142857142857,1.3333333333333333
ponisio_2017,2.0,NaN
ponisio_2017,1.9,1.3333333333333333
ponisio_2017,1.9672131147540983,1.6
ponisio_2017,1.55,1.28
ponisio_2017,1.8,1.2727272727272727
ponisio_2017,1.8518518518518519,1.5
ponisio_2017,1.9473684210526316,1.6
ponisio_2017,1.7358490566037736,1.3
ponisio_2017,1.7435897435897436,1.1666666666666667
ponisio_2017,2.0,NaN
ponisio_2017,2.0,2.0
ponisio_2017,2.0,NaN
ponisio_2017,2.0,2.0
ponisio_2017,2.0,NaN
ponisio_2017,1.7,1.3333333333333333
ponisio_2017,1.7083333333333333,1.1764705882352942
ponisio_2017,1.7230769230769232,1.2173913043478262
ponisio_2017,1.7142857142857142,1.25
ponisio_2017,1.5757575757575757,1.2222222222222223
ponisio_2017,1.7446808510638299,1.25
ponisio_2017,1.8461538461538463,1.4666666666666666
ponisio_2017,1.9534883720930232,1.7142857142857142
ponisio_2017,1.6666666666666667,1.2941176470588236
ponisio_2017,1.7777777777777777,1.411764705882353
ponisio_2017,1.8494623655913978,1.3
ponisio_2017,1.7647058823529411,1.25
ponisio_2017,1.6428571428571428,1.0909090909090908
ponisio_2017,1.7297297297297298,1.3333333333333333
ponisio_2017,1.7872340425531914,1.3333333333333333
ponisio_2017,1.8571428571428572,1.0
ponisio_2017,1.7209302325581395,1.2941176470588236
ponisio_2017,1.7560975609756098,1.2307692307692308
ponisio_2017,1.8,1.2307692307692308
ponisio_2017,1.5675675675675675,1.1111111111111112
ponisio_2017,1.7333333333333334,1.1428571428571428
ponisio_2017,1.7037037037037037,1.2
ponisio_2017,1.9411764705882353,1.5
ponisio_2017,1.7391304347826086,1.0
ponisio_2017,1.5714285714285714,1.1428571428571428
ponisio_2017,1.853658536585366,1.4
ponisio_2017,1.6129032258064515,1.2
ponisio_2017,1.7073170731707317,1.2
ponisio_2017,1.794871794871795,1.3846153846153846
ponisio_2017,1.75,1.2727272727272727
ponisio_2017,1.7419354838709677,1.1111111111111112
ponisio_2017,1.8709677419354838,1.2
ponisio_2017,1.7142857142857142,1.2941176470588236
ponisio_2017,1.7846153846153847,1.4814814814814814
ponisio_2017,1.8709677419354838,1.3333333333333333
ponisio_2017,1.878787878787879,1.1111111111111112
ponisio_2017,1.6744186046511629,1.3
ponisio_2017,1.7674418604651163,1.1666666666666667
ponisio_2017,1.8181818181818181,1.4444444444444444
ponisio_2017,1.75,1.411764705882353
ponisio_2017,1.9090909090909092,1.5714285714285714
ponisio_2017,1.7142857142857142,1.1428571428571428
ponisio_2017,1.9047619047619047,1.6666666666666667
ponisio_2017,1.7272727272727273,1.0
ponisio_2017,2.0,2.0
ponisio_2017,1.864864864864865,1.0
ponisio_2017,1.9636363636363636,1.5
ponisio_2017,1.9411764705882353,1.0
ponisio_2017,1.9029126213592233,1.6875
ponisio_2017,1.9428571428571428,1.3333333333333333
ponisio_2017,1.8021978021978022,1.3571428571428572
ponisio_2017,1.8688524590163935,1.0
ponisio_2017,1.8636363636363635,1.1428571428571428
ponisio_2017,1.8,1.44
ponisio_2017,1.9142857142857144,1.5714285714285714
ponisio_2017,1.8205128205128205,1.263157894736842
ponisio_2017,1.9393939393939394,1.4285714285714286
ponisio_2017,2.0,NaN
ponisio_2017,1.7464788732394365,1.4857142857142858
ponisio_2017,1.8695652173913044,1.4782608695652173
ponisio_2017,1.943661971830986,1.2
ponisio_2017,1.9154929577464788,1.25
ponisio_2017,1.9655172413793103,1.3333333333333333
ponisio_2017,1.8840579710144927,1.619047619047619
ponisio_2017,1.880952380952381,1.7058823529411764
ponisio_2017,1.9428571428571428,1.3333333333333333
ponisio_2017,1.876923076923077,1.4666666666666666
ponisio_2017,2.0,2.0
ponisio_2017,1.943661971830986,1.5555555555555556
ponisio_2017,1.951219512195122,1.7647058823529411
ponisio_2017,2.0,2.0
ponisio_2017,1.9154929577464788,1.25
ponisio_2017,1.9240506329113924,1.3333333333333333
ponisio_2017,1.9583333333333333,1.6666666666666667
ponisio_2017,1.9452054794520548,1.4285714285714286
ponisio_2017,1.90625,1.0
ponisio_2017,1.8205128205128205,1.1764705882352942
ponisio_2017,1.8072289156626506,1.5294117647058822
ponisio_2017,1.864864864864865,1.565217391304348
ponisio_2017,1.8805970149253732,1.2
ponisio_2017,1.9736842105263157,1.7777777777777777
ponisio_2017,1.8870967741935485,1.65
ponisio_2017,1.8780487804878048,1.5238095238095237
ponisio_2017,1.9661016949152543,1.6
ponisio_2017,1.8823529411764706,1.3333333333333333
ponisio_2017,1.9230769230769231,1.3333333333333333
ponisio_2017,1.8630136986301369,1.411764705882353
ponisio_2017,1.9189189189189189,1.25
ponisio_2017,1.9444444444444444,1.2
ponisio_2017,1.9506172839506173,1.4285714285714286
ponisio_2017,1.9411764705882353,1.0
ponisio_2017,2.0,NaN
ponisio_2017,1.8588235294117648,1.2941176470588236
ponisio_2017,2.0,NaN
ponisio_2017,1.8888888888888888,1.0
ponisio_2017,2.0,NaN
ponisio_2017,1.8888888888888888,1.2727272727272727
ponisio_2017,2.0,NaN
ponisio_2017,1.8888888888888888,1.1111111111111112
ponisio_2017,1.8571428571428572,1.0909090909090908
ponisio_2017,1.9047619047619047,1.1428571428571428
ponisio_2017,1.8387096774193548,1.1666666666666667
ponisio_2017,1.8709677419354838,1.1111111111111112
ponisio_2017,1.8630136986301369,1.2307692307692308
ponisio_2017,1.8958333333333333,1.6551724137931034
ponisio_2017,1.935483870967742,1.6363636363636365
ponisio_2017,1.7731958762886597,1.4054054054054055
ponisio_2017,1.8918918918918919,1.2
ponisio_2017,1.8918918918918919,1.5789473684210527
ponisio_2017,1.930232558139535,1.25
ponisio_2017,1.971830985915493,1.6
ponisio_2017,1.9381443298969072,1.75
ponisio_2017,1.8904109589041096,1.2
ponisio_2017,1.9452054794520548,1.4285714285714286
ponisio_2017,1.8867924528301887,1.0
ponisio_2017,2.0,2.0
ponisio_2017,1.8181818181818181,1.4545454545454546
ponisio_2017,1.826086956521739,1.3333333333333333
ponisio_2017,1.9506172839506173,1.5555555555555556
ponisio_2017,1.6666666666666667,1.3333333333333333
ponisio_2017,1.6521739130434783,1.2258064516129032
ponisio_2017,1.641025641025641,1.0
ponisio_2017,1.6363636363636365,1.3142857142857143
ponisio_2017,1.875,1.4
ponisio_2017,1.9166666666666667,1.5555555555555556
ponisio_2017,1.8928571428571428,1.0
ponisio_2017,1.7727272727272727,1.1666666666666667
ponisio_2017,1.837837837837838,1.25
ponisio_2017,1.836734693877551,1.3846153846153846
ponisio_2017,1.9142857142857144,1.4
ponisio_2017,1.7551020408163265,1.2941176470588236
ponisio_2017,1.7551020408163265,1.4285714285714286
ponisio_2017,1.8888888888888888,1.5
ponisio_2017,1.9574468085106382,1.6666666666666667
ponisio_2017,1.8387096774193548,1.375
ponisio_2017,1.7083333333333333,1.3
ponisio_2017,1.9534883720930232,1.0
ponisio_2017,1.9375,1.3333333333333333
ponisio_2017,2.0,NaN
ponisio_2017,1.9666666666666666,1.6666666666666667
