dataset,βwn,βos
ponisio_2017,1.9487179487179487,1.6363636363636365
ponisio_2017,1.719298245614035,1.1578947368421053
ponisio_2017,1.8596491228070176,1.619047619047619
ponisio_2017,1.9545454545454546,1.6666666666666667
ponisio_2017,1.9272727272727272,1.5555555555555556
ponisio_2017,1.8857142857142857,1.5789473684210527
ponisio_2017,2.0,2.0
ponisio_2017,2.0,NaN
ponisio_2017,2.0,2.0
ponisio_2017,2.0,NaN
ponisio_2017,1.9705882352941178,1.8
ponisio_2017,2.0,2.0
ponisio_2017,1.894736842105263,1.6470588235294117
ponisio_2017,1.7846153846153847,1.3333333333333333
ponisio_2017,1.6341463414634145,1.1666666666666667
ponisio_2017,1.728813559322034,1.36
ponisio_2017,1.72,1.263157894736842
ponisio_2017,1.96875,1.8
ponisio_2017,1.9710144927536233,1.8823529411764706
ponisio_2017,1.9,1.6
ponisio_2017,1.849056603773585,1.6521739130434783
ponisio_2017,1.6451612903225807,1.3333333333333333
ponisio_2017,1.8909090909090909,1.5555555555555556
ponisio_2017,1.7352941176470589,1.4857142857142858
ponisio_2017,1.8222222222222222,1.4285714285714286
ponisio_2017,1.8148148148148149,1.4444444444444444
ponisio_2017,1.71875,1.28
ponisio_2017,2.0,2.0
ponisio_2017,1.7333333333333334,1.3043478260869565
ponisio_2017,1.7586206896551724,1.3
ponisio_2017,1.8507462686567164,1.375
ponisio_2017,1.7037037037037037,1.2380952380952381
ponisio_2017,1.6774193548387097,1.2307692307692308
ponisio_2017,1.6901408450704225,1.3333333333333333
ponisio_2017,1.7647058823529411,1.2941176470588236
ponisio_2017,2.0,2.0
ponisio_2017,1.6888888888888889,1.0
ponisio_2017,2.0,2.0
ponisio_2017,1.7916666666666667,1.1666666666666667
ponisio_2017,1.6551724137931034,1.2592592592592593
ponisio_2017,1.8571428571428572,1.68
ponisio_2017,1.8775510204081634,1.6842105263157894
ponisio_2017,2.0,2.0
ponisio_2017,2.0,2.0
ponisio_2017,1.7627118644067796,1.3333333333333333
ponisio_2017,1.9024390243902438,1.619047619047619
ponisio_2017,1.9583333333333333,1.7142857142857142
ponisio_2017,2.0,2.0
ponisio_2017,1.8,1.4782608695652173
ponisio_2017,1.8333333333333333,1.5
ponisio_2017,1.9166666666666667,1.7142857142857142
ponisio_2017,1.719298245614035,1.2380952380952381
ponisio_2017,1.9759036144578312,1.875
ponisio_2017,1.7627118644067796,1.3636363636363635
ponisio_2017,1.9661016949152543,1.8823529411764706
ponisio_2017,2.0,2.0
ponisio_2017,2.0,2.0
ponisio_2017,1.9047619047619047,1.2
ponisio_2017,1.9529411764705882,1.6363636363636365
ponisio_2017,1.9504132231404958,1.7
ponisio_2017,1.9325842696629214,1.6470588235294117
ponisio_2017,1.8666666666666667,1.6326530612244898
ponisio_2017,1.8035714285714286,1.4634146341463414
ponisio_2017,1.9545454545454546,1.8181818181818181
ponisio_2017,1.826086956521739,1.3333333333333333
ponisio_2017,1.9318181818181819,1.625
ponisio_2017,1.8823529411764706,1.411764705882353
ponisio_2017,1.8518518518518519,1.4285714285714286
ponisio_2017,1.881188118811881,1.4545454545454546
ponisio_2017,1.9230769230769231,1.25
ponisio_2017,1.9,1.4444444444444444
ponisio_2017,1.8969072164948453,1.411764705882353
ponisio_2017,1.9325842696629214,1.5384615384615385
ponisio_2017,1.9024390243902438,1.3846153846153846
ponisio_2017,1.9743589743589745,1.75
ponisio_2017,1.9534883720930232,1.625
ponisio_2017,1.9268292682926829,1.4545454545454546
ponisio_2017,1.9047619047619047,1.3333333333333333
ponisio_2017,1.9285714285714286,1.5714285714285714
ponisio_2017,1.8541666666666667,1.4615384615384615
ponisio_2017,1.84,1.4074074074074074
ponisio_2017,2.0,2.0
ponisio_2017,1.8850574712643677,1.2307692307692308
ponisio_2017,1.8644067796610169,1.5897435897435896
ponisio_2017,1.8541666666666667,1.263157894736842
ponisio_2017,1.922077922077922,1.1428571428571428
ponisio_2017,1.9555555555555555,1.2
ponisio_2017,1.808,1.4
ponisio_2017,1.9130434782608696,1.6
ponisio_2017,1.9115044247787611,1.4444444444444444
ponisio_2017,1.8795180722891567,1.2307692307692308
ponisio_2017,1.8727272727272728,1.5333333333333334
ponisio_2017,1.934782608695652,1.5384615384615385
ponisio_2017,1.891304347826087,1.4444444444444444
ponisio_2017,1.94,1.6
ponisio_2017,1.8636363636363635,1.3333333333333333
ponisio_2017,2.0,2.0
ponisio_2017,1.935483870967742,1.5714285714285714
ponisio_2017,1.8070175438596492,1.2666666666666666
ponisio_2017,1.913978494623656,1.5294117647058822
ponisio_2017,1.956989247311828,1.7333333333333334
ponisio_2017,1.975,1.7142857142857142
ponisio_2017,1.89010989010989,1.4736842105263157
ponisio_2017,1.9056603773584906,1.7142857142857142
ponisio_2017,1.9565217391304348,1.5
ponisio_2017,1.9310344827586208,1.3333333333333333
ponisio_2017,1.9736842105263157,1.3333333333333333
ponisio_2017,1.7419354838709677,1.2258064516129032
ponisio_2017,1.9230769230769231,1.6
ponisio_2017,2.0,NaN
ponisio_2017,1.8709677419354838,1.2
ponisio_2017,1.881188118811881,1.4
ponisio_2017,1.9152542372881356,1.6774193548387097
ponisio_2017,1.9157894736842105,1.5
ponisio_2017,1.8837209302325582,1.3333333333333333
ponisio_2017,1.92,1.4285714285714286
ponisio_2017,1.8476190476190477,1.4482758620689655
ponisio_2017,1.8958333333333333,1.4444444444444444
ponisio_2017,1.8651685393258426,1.25
ponisio_2017,1.9387755102040816,1.6470588235294117
ponisio_2017,1.917808219178082,1.6470588235294117
ponisio_2017,1.8846153846153846,1.6756756756756757
ponisio_2017,1.9012345679012346,1.3846153846153846
ponisio_2017,1.9333333333333333,1.6
ponisio_2017,1.92,1.4666666666666666
ponisio_2017,1.831578947368421,1.542857142857143
ponisio_2017,1.9166666666666667,1.5789473684210527
ponisio_2017,1.9361702127659575,1.5714285714285714
ponisio_2017,1.941747572815534,1.6842105263157894
ponisio_2017,1.9111111111111112,1.4666666666666666
ponisio_2017,1.9387755102040816,1.5
ponisio_2017,1.8504672897196262,1.36
ponisio_2017,1.9770114942528736,1.6666666666666667
ponisio_2017,1.9210526315789473,1.1428571428571428
ponisio_2017,1.9506172839506173,1.5
ponisio_2017,1.9361702127659575,1.4
ponisio_2017,1.9285714285714286,1.4545454545454546
ponisio_2017,1.8936170212765957,1.5
ponisio_2017,1.891304347826087,1.375
ponisio_2017,1.9294117647058824,1.5
ponisio_2017,1.9047619047619047,1.3333333333333333
ponisio_2017,1.9523809523809523,1.4285714285714286
ponisio_2017,1.8736842105263158,1.5
ponisio_2017,1.9322033898305084,1.6
ponisio_2017,1.880952380952381,1.5238095238095237
ponisio_2017,1.7647058823529411,1.6363636363636365
ponisio_2017,1.8958333333333333,1.375
ponisio_2017,1.8958333333333333,1.411764705882353
ponisio_2017,1.9259259259259258,1.3846153846153846
ponisio_2017,1.913978494623656,1.5555555555555556
ponisio_2017,1.8823529411764706,1.5483870967741935
ponisio_2017,1.8736842105263158,1.25
ponisio_2017,1.9578947368421054,1.7894736842105263
ponisio_2017,1.92,1.0
ponisio_2017,2.0,2.0
ponisio_2017,2.0,NaN
ponisio_2017,1.9692307692307693,1.5
ponisio_2017,1.8181818181818181,1.1428571428571428
ponisio_2017,1.9746835443037976,1.5
ponisio_2017,2.0,NaN
ponisio_2017,1.875,1.2
ponisio_2017,1.8644067796610169,1.2727272727272727
ponisio_2017,1.8125,1.1428571428571428
ponisio_2017,1.793103448275862,1.0
ponisio_2017,1.8846153846153846,1.3333333333333333
ponisio_2017,1.8666666666666667,1.25
ponisio_2017,1.8181818181818181,1.2
ponisio_2017,1.8181818181818181,1.4666666666666666
ponisio_2017,1.8048780487804879,1.1111111111111112
ponisio_2017,1.8181818181818181,1.0
ponisio_2017,1.7692307692307692,1.0
ponisio_2017,1.9090909090909092,1.5
ponisio_2017,1.9452054794520548,1.2
ponisio_2017,1.8461538461538463,1.0
ponisio_2017,1.836734693877551,1.0
ponisio_2017,1.9285714285714286,1.5
ponisio_2017,1.9,1.2
ponisio_2017,1.8181818181818181,1.2
ponisio_2017,2.0,NaN
ponisio_2017,1.8064516129032258,1.4545454545454546
ponisio_2017,1.8387096774193548,1.0909090909090908
ponisio_2017,1.75,1.0909090909090908
ponisio_2017,1.9047619047619047,1.3333333333333333
ponisio_2017,1.8823529411764706,1.0
ponisio_2017,2.0,NaN
ponisio_2017,1.8888888888888888,1.5555555555555556
ponisio_2017,1.8596491228070176,1.1111111111111112
ponisio_2017,1.7777777777777777,1.1428571428571428
ponisio_2017,1.8148148148148149,1.3333333333333333
ponisio_2017,1.8333333333333333,1.0
ponisio_2017,1.9444444444444444,1.6
ponisio_2017,1.8636363636363635,1.0
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,1.837837837837838,1.25
ponisio_2017,2.0,NaN
ponisio_2017,1.8918918918918919,1.6
ponisio_2017,1.837837837837838,1.1428571428571428
ponisio_2017,1.9166666666666667,1.3333333333333333
ponisio_2017,2.0,NaN
ponisio_2017,1.92,1.7333333333333334
ponisio_2017,1.8333333333333333,1.3333333333333333
ponisio_2017,2.0,NaN
ponisio_2017,2.0,2.0
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,1.8918918918918919,1.6666666666666667
ponisio_2017,1.8222222222222222,1.2
ponisio_2017,1.935483870967742,1.5
ponisio_2017,1.9487179487179487,1.75
ponisio_2017,1.8,1.3333333333333333
ponisio_2017,1.7272727272727273,1.2941176470588236
ponisio_2017,1.8775510204081634,1.1428571428571428
ponisio_2017,2.0,NaN
ponisio_2017,1.7575757575757576,1.0
ponisio_2017,1.9523809523809523,1.6666666666666667
ponisio_2017,1.9111111111111112,1.4285714285714286
ponisio_2017,1.875,1.25
ponisio_2017,1.92,1.5
ponisio_2017,1.7647058823529411,1.0
ponisio_2017,1.8636363636363635,1.25
ponisio_2017,1.8461538461538463,1.0
ponisio_2017,1.9,1.5555555555555556
ponisio_2017,1.8421052631578947,1.1428571428571428
ponisio_2017,1.9574468085106382,1.5
ponisio_2017,1.8823529411764706,1.0
ponisio_2017,2.0,NaN
ponisio_2017,1.803921568627451,1.1666666666666667
ponisio_2017,2.0,NaN
ponisio_2017,1.7,1.0
ponisio_2017,2.0,NaN
ponisio_2017,1.7894736842105263,1.0
ponisio_2017,2.0,2.0
ponisio_2017,1.8421052631578947,1.1428571428571428
ponisio_2017,1.7777777777777777,1.2
ponisio_2017,1.793103448275862,1.25
ponisio_2017,1.6428571428571428,1.0909090909090908
ponisio_2017,1.7857142857142858,1.1428571428571428
ponisio_2017,1.8974358974358974,1.0
ponisio_2017,1.8387096774193548,1.375
ponisio_2017,1.8571428571428572,1.3333333333333333
ponisio_2017,1.8412698412698412,1.2307692307692308
ponisio_2017,1.8,1.3846153846153846
ponisio_2017,1.9,1.3333333333333333
ponisio_2017,1.8846153846153846,1.5384615384615385
ponisio_2017,1.945945945945946,1.6
ponisio_2017,1.9682539682539681,1.6
ponisio_2017,1.794871794871795,1.2
ponisio_2017,1.8461538461538463,1.6
ponisio_2017,1.6842105263157894,1.0
ponisio_2017,2.0,2.0
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,2.0,2.0
ponisio_2017,1.7894736842105263,1.25
ponisio_2017,2.0,2.0
ponisio_2017,1.9666666666666666,1.5
ponisio_2017,1.878787878787879,1.2
ponisio_2017,2.0,NaN
ponisio_2017,1.9245283018867925,1.6363636363636365
ponisio_2017,2.0,NaN
ponisio_2017,1.9130434782608696,1.0
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,2.0,2.0
ponisio_2017,2.0,NaN
ponisio_2017,1.8048780487804879,1.2727272727272727
ponisio_2017,2.0,2.0
ponisio_2017,1.9166666666666667,1.3333333333333333
ponisio_2017,2.0,NaN
ponisio_2017,2.0,2.0
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,1.7714285714285714,1.2727272727272727
ponisio_2017,2.0,NaN
ponisio_2017,1.9655172413793103,1.7142857142857142
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,2.0,2.0
ponisio_2017,1.8918918918918919,1.2
ponisio_2017,2.0,NaN
ponisio_2017,1.878787878787879,1.2
ponisio_2017,2.0,NaN
ponisio_2017,2.0,2.0
ponisio_2017,1.7966101694915255,1.2
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,1.8888888888888888,1.2
ponisio_2017,2.0,2.0
ponisio_2017,2.0,NaN
ponisio_2017,1.875,1.0
ponisio_2017,2.0,NaN
ponisio_2017,1.894736842105263,1.0
ponisio_2017,1.6734693877551021,1.1111111111111112
ponisio_2017,1.9333333333333333,1.3333333333333333
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,1.88,1.3333333333333333
ponisio_2017,1.9024390243902438,1.2
ponisio_2017,2.0,NaN
ponisio_2017,1.9534883720930232,1.5
ponisio_2017,2.0,2.0
ponisio_2017,1.9183673469387754,1.6
ponisio_2017,2.0,NaN
ponisio_2017,1.9428571428571428,1.5
ponisio_2017,2.0,NaN
ponisio_2017,2.0,2.0
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,2.0,2.0
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,2.0,2.0
ponisio_2017,1.9047619047619047,1.25
ponisio_2017,1.9310344827586208,1.6
ponisio_2017,1.90625,1.3333333333333333
ponisio_2017,2.0,NaN
ponisio_2017,1.9024390243902438,1.5
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,1.6875,1.2592592592592593
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,2.0,NaN
ponisio_2017,1.8857142857142857,1.3846153846153846
ponisio_2017,1.7413793103448276,1.4444444444444444
ponisio_2017,1.956989247311828,1.4285714285714286
ponisio_2017,1.9420289855072463,1.5
ponisio_2017,1.8958333333333333,1.5
ponisio_2017,1.9420289855072463,1.5
ponisio_2017,1.9090909090909092,1.4545454545454546
ponisio_2017,1.9101123595505618,1.5294117647058822
ponisio_2017,1.9024390243902438,1.5294117647058822
ponisio_2017,2.0,2.0
ponisio_2017,1.9753086419753085,1.8181818181818181
ponisio_2017,1.8461538461538463,1.368421052631579
ponisio_2017,1.9142857142857144,1.25
ponisio_2017,1.9682539682539681,1.6
ponisio_2017,1.8983050847457628,1.4
ponisio_2017,1.6,1.3623188405797102
ponisio_2017,1.8095238095238095,1.2
ponisio_2017,1.9534883720930232,1.6666666666666667
ponisio_2017,1.9076923076923078,1.5384615384615385
ponisio_2017,2.0,2.0
ponisio_2017,1.9753086419753085,1.8333333333333333
ponisio_2017,2.0,2.0
ponisio_2017,1.9411764705882353,1.5555555555555556
ponisio_2017,1.97979797979798,1.6
ponisio_2017,1.896103896103896,1.4666666666666666
ponisio_2017,1.9655172413793103,1.5
ponisio_2017,1.8873239436619718,1.4285714285714286
ponisio_2017,1.9811320754716981,1.6666666666666667
ponisio_2017,1.8630136986301369,1.3333333333333333
ponisio_2017,1.9148936170212767,1.3846153846153846
ponisio_2017,1.9375,1.3333333333333333
ponisio_2017,1.934065934065934,1.6666666666666667
ponisio_2017,1.9726027397260273,1.7142857142857142
ponisio_2017,2.0,2.0
ponisio_2017,1.9506172839506173,1.3333333333333333
ponisio_2017,1.9130434782608696,1.25
ponisio_2017,1.967741935483871,1.6666666666666667
ponisio_2017,2.0,2.0
ponisio_2017,2.0,2.0
ponisio_2017,1.9189189189189189,1.4
ponisio_2017,1.8918918918918919,1.5
ponisio_2017,1.9344262295081966,1.6
ponisio_2017,2.0,2.0
ponisio_2017,1.9310344827586208,1.4545454545454546
ponisio_2017,1.8904109589041096,1.4666666666666666
ponisio_2017,2.0,NaN
ponisio_2017,1.9649122807017543,1.6
ponisio_2017,2.0,2.0
ponisio_2017,2.0,2.0
ponisio_2017,2.0,NaN
ponisio_2017,1.945945945945946,1.5
ponisio_2017,1.9268292682926829,1.5714285714285714
ponisio_2017,1.898989898989899,1.4444444444444444
ponisio_2017,1.9210526315789473,1.4
ponisio_2017,1.9104477611940298,1.4
ponisio_2017,1.9753086419753085,1.7142857142857142
ponisio_2017,1.9534883720930232,1.4285714285714286
ponisio_2017,1.974025974025974,1.5
ponisio_2017,1.8857142857142857,1.5
ponisio_2017,1.8987341772151898,1.4666666666666666
ponisio_2017,1.952755905511811,1.5384615384615385
ponisio_2017,1.8352941176470587,1.391304347826087
ponisio_2017,1.935483870967742,1.3333333333333333
ponisio_2017,1.9154929577464788,1.4
ponisio_2017,1.9012345679012346,1.5294117647058822
ponisio_2017,1.9473684210526316,1.4285714285714286
ponisio_2017,1.87012987012987,1.3333333333333333
ponisio_2017,1.9733333333333334,1.7142857142857142
ponisio_2017,1.5952380952380953,1.1904761904761905
ponisio_2017,1.943661971830986,1.5555555555555556
ponisio_2017,1.9240506329113924,1.5714285714285714
ponisio_2017,1.9318181818181819,1.625
ponisio_2017,1.9411764705882353,1.5
ponisio_2017,1.9649122807017543,1.3333333333333333
ponisio_2017,1.967741935483871,1.6666666666666667
ponisio_2017,1.9466666666666668,1.5
ponisio_2017,1.9692307692307693,1.6
ponisio_2017,1.8933333333333333,1.4285714285714286
ponisio_2017,1.8630136986301369,1.2307692307692308
ponisio_2017,1.878787878787879,1.5555555555555556
ponisio_2017,1.9692307692307693,1.6666666666666667
ponisio_2017,1.9384615384615385,1.4285714285714286
ponisio_2017,1.9473684210526316,1.6
ponisio_2017,1.9393939393939394,1.4545454545454546
ponisio_2017,1.9076923076923078,1.3333333333333333
ponisio_2017,1.98,1.7142857142857142
ponisio_2017,1.948051948051948,1.6666666666666667
ponisio_2017,1.896103896103896,1.3846153846153846
ponisio_2017,1.9325842696629214,1.4545454545454546
ponisio_2017,1.8918918918918919,1.3846153846153846
ponisio_2017,1.98,1.6666666666666667
ponisio_2017,1.8421052631578947,1.25
ponisio_2017,1.9736842105263157,1.8333333333333333
ponisio_2017,1.9642857142857142,1.3333333333333333
ponisio_2017,2.0,2.0
ponisio_2017,1.9285714285714286,1.7391304347826086
ponisio_2017,1.9672131147540983,1.5
ponisio_2017,1.8918918918918919,1.6363636363636365
ponisio_2017,1.75,1.3333333333333333
ponisio_2017,1.7837837837837838,1.5294117647058822
ponisio_2017,1.8235294117647058,1.6
ponisio_2017,1.6491228070175439,1.1666666666666667
ponisio_2017,1.8,1.5238095238095237
ponisio_2017,1.7777777777777777,1.3333333333333333
ponisio_2017,1.7959183673469388,1.5833333333333333
ponisio_2017,1.7826086956521738,1.5
ponisio_2017,1.894736842105263,1.3333333333333333
ponisio_2017,1.8064516129032258,1.5
ponisio_2017,1.7777777777777777,1.1428571428571428
ponisio_2017,1.8717948717948718,1.5
ponisio_2017,1.7419354838709677,1.1111111111111112
ponisio_2017,1.8888888888888888,1.625
ponisio_2017,1.878787878787879,1.7333333333333334
ponisio_2017,1.9111111111111112,1.6363636363636365
ponisio_2017,1.7142857142857142,1.2222222222222223
ponisio_2017,1.9285714285714286,1.5
ponisio_2017,1.7222222222222223,1.2307692307692308
ponisio_2017,1.8507462686567164,1.1666666666666667
ponisio_2017,1.6888888888888889,1.4166666666666667
ponisio_2017,1.8461538461538463,1.2
ponisio_2017,1.794871794871795,1.2727272727272727
ponisio_2017,2.0,2.0
ponisio_2017,1.8048780487804879,1.6666666666666667
ponisio_2017,1.6774193548387097,1.2
ponisio_2017,1.875,1.5
ponisio_2017,1.7627118644067796,1.391304347826087
ponisio_2017,1.9024390243902438,1.6
ponisio_2017,2.0,2.0
ponisio_2017,1.9183673469387754,1.4285714285714286
ponisio_2017,2.0,2.0
ponisio_2017,1.9333333333333333,1.5
